bald	gap	tag	year	initial	fire_year	ht_init	ht_final	rp_init	rp_final	stage	fate	st_init										
103	5212	2053	2004	2003	2001	17	34	0	59	ve	me	NA										
103	5212	2054	2004	2003	2001	5	30	0	40	ve	sm	NA										
103	5212	2056	2004	2003	2001	4	39	0	91	ve	me	NA										
103	5212	2057	2004	2003	2001	3	5	0	0	ve	ve	NA										
103	5212	2058	2004	2003	2001	8	32	0	49	ve	sm	NA										
103	5212	2059	2004	2003	2001	6	19	0	0	ve	ve	NA										
103	5212	2060	2004	2003	2001	7	31.6	0	47	ve	sm	NA										
103	5212	2061	2004	2003	2001	21	NA	0	NA	ve	rip	NA										
103	5212	2062	2004	2003	2001	12	30.2	0	41	ve	sm	NA										
103	5212	2063	2004	2003	2001	22	35.9	0	70	ve	me	NA										
103	5212	2066	2004	2003	2001	5	31.6	0	47	ve	sm	NA										
103	5212	2067	2004	2003	2001	15	35	0	65	ve	me	NA										
103	5212	2068	2004	2003	2001	16	35.4	0	67	ve	me	NA										
103	5212	2069	2004	2003	2001	4	30.3	0	41	ve	sm	NA										
103	5212	2506	2004	2004	2001	19	48.5	0	182	sg	me	NA										
103	5212	2507	2004	2004	2001	18	41	0	107	sg	me	NA										
103	5212	2508	2004	2004	2001	6	35.5	0	68	sg	me	NA										
103	5212	2509	2004	2004	2001	5	NA	0	NA	sg	rip	NA										
103	5212	2510	2004	2004	2001	15	NA	0	NA	sg	rip	NA										
103	5212	2511	2004	2004	2001	6	23.2	0	0	sg	ve	NA										
103	5212	2512	2004	2004	2001	20	28	0	32	sg	sm	NA										
103	5212	2513	2004	2004	2001	8	25.1	0	23	sg	sm	NA										
103	5212	2514	2004	2004	2001	7	43.1	0	125	sg	me	NA										
103	5212	2515	2004	2004	2001	4	32.9	0	54	sg	sm	NA										
103	5212	2516	2004	2004	2001	13	27.5	0	30	sg	sm	NA										
103	5212	2518	2004	2004	2001	2	NA	0	NA	sg	rip	NA										
103	5212	2519	2004	2004	2001	4	20.9	0	13	sg	sm	NA										
103	5212	2520	2004	2004	2001	13	36.1	0	72	sg	me	NA										
103	5212	2521	2004	2004	2001	7	31.2	0	45	sg	sm	NA										
103	5212	2522	2004	2004	2001	7	35.2	0	66	sg	me	NA										
103	5212	2523	2004	2004	2001	16	45.7	0	151	sg	me	NA										
103	5212	2524	2004	2004	2001	7	40.6	0	104	sg	me	NA										
103	5212	2525	2004	2004	2001	12	39	0	91	sg	me	NA										
103	5212	2526	2004	2004	2001	17	36.3	0	73	sg	me	NA										
103	5212	2527	2004	2004	2001	9	35.8	0	70	sg	me	NA										
103	5212	2528	2004	2004	2001	16	37.1	0	78	sg	me	NA										
103	5212	2529	2004	2004	2001	12	33.1	0	55	sg	me	NA										
103	5212	2530	2004	2004	2001	6	28.3	0	33	sg	sm	NA										
103	5212	2531	2004	2004	2001	3	21	0	13	sg	sm	NA										
103	5212	2532	2004	2004	2001	4	33	0	54	sg	me	NA										
103	5212	2533	2004	2004	2001	33	46.5	0	159	sg	me	NA										
103	5212	2534	2004	2004	2001	5	NA	0	NA	sg	rip	NA										
103	5212	2535	2004	2004	2001	9	NA	0	NA	sg	rip	NA										
103	5212	2536	2004	2004	2001	3	18	0	8	sg	sm	NA										
103	5212	2537	2004	2004	2001	16	16	0	0	sg	ve	NA										
103	5212	2538	2004	2004	2001	2	19	0	9	sg	sm	NA										
103	5212	2539	2004	2004	2001	9	25	0	23	sg	sm	NA										
103	5212	2540	2004	2004	2001	3	27	0	29	sg	sm	NA										
103	5212	2541	2004	2004	2001	4	27.5	0	30	sg	sm	NA										
103	5212	2542	2004	2004	2001	1	23	0	17	sg	sm	NA										
103	5212	2543	2004	2004	2001	1	18	0	0	sg	ve	NA										
103	5212	2544	2004	2004	2001	2	10	0	0	sg	ve	NA										
103	5212	2545	2004	2004	2001	1	9	0	0	sg	ve	NA										
103	5212	2546	2004	2004	2001	4	24	0	20	sg	sm	NA										
103	5212	2547	2004	2004	2001	4	26	0	26	sg	sm	NA										
103	5212	2548	2004	2004	2001	9	33	0	54	sg	me	NA										
103	5213	1146	2004	2003	2001	38	NA	84	NA	me	rip	NA										
103	5213	1147	2004	2003	2001	40	43.8	99	132	me	me	NA										
103	5213	2035	2004	2003	2001	7	27.5	0	30	ve	sm	NA										
103	5213	2505	2004	2004	2001	9	33.6	0	57	sg	me	NA										
103	5217	288	2004	2004	2001	7	35.5	0	68	ve	me	NA										
103	5217	1825	2004	2003	2001	29	43.3	36	127	sm	me	NA										
103	5217	1984	2004	2003	2001	33	48.3	54	179	me	me	NA										
103	5217	1985	2004	2003	2001	32	54.5	49	262	sm	la	NA										
103	5217	2034	2004	2003	2001	14	32.4	0	51	ve	sm	NA										
103	5217	2550	2004	2004	2001	9	40.5	0	103	sg	me	NA										
103	5219	1977	2004	2003	2001	26	51.6	26	221	sm	la	NA										
103	5219	1978	2004	2003	2001	34	48.2	59	178	me	me	NA										
103	5219	1982	2004	2003	2001	36	62.5	71	404	me	la	NA										
103	5219	2502	2004	2004	2001	29	37.6	36	82	sm	me	NA										
103	5219	2503	2004	2004	2001	7	23	0	17	sg	sm	NA										
103	5219	2504	2004	2004	2001	30	45.5	40	149	sm	me	NA										
103	5220	1152	2004	2003	2001	43	NA	124	NA	me	rip	NA										
103	5220	2634	2004	2004	2001	8	44.4	0	138	sg	me	NA										
103	5220	2635	2004	2004	2001	29	53.6	36	249	sm	la	NA										
103	5225	2631	2004	2004	2001	17	31.2	0	45	sg	sm	NA										
103	5225	2632	2004	2004	2001	30	33.2	0	55	ve	me	NA										
103	5225	2633	2004	2004	2001	31	44.7	44	141	sm	me	NA										
103	5231	902	2004	2002	2001	54	NA	255	NA	la	rip	NA										
103	5231	903	2004	2002	2001	47	55	165	270	me	la	NA										
103	5231	904	2004	2002	2001	46	50	154	200	me	la	NA										
103	5231	1936	2004	2003	2001	37	69	77	552	me	la	NA										
103	5234	1816	2004	2003	2001	2	31.4	0	46	ve	sm	NA										
103	5234	1817	2004	2003	2001	44	62.2	134	398	me	la	NA										
103	5234	1818	2004	2003	2001	20	50.2	0	203	ve	la	NA										
103	5234	1819	2004	2003	2001	31	58	0	319	ve	la	NA										
103	5234	2636	2004	2004	2001	15	60.2	0	359	sg	la	NA										
103	5234	2637	2004	2004	2001	17	46.2	0	156	sg	me	NA										
103	5236	169	2004	2002	2001	25	47	23	165	sm	me	NA										
103	5236	170	2004	2002	2001	17	35.7	0	69	ve	me	NA										
103	5236	689	2004	2002	2001	26	34.9	0	64	ve	me	NA										
103	5236	690	2004	2002	2001	20	51	11	213	sm	la	NA										
103	5236	701	2004	2002	2001	24	49.1	20	189	sm	me	NA										
103	5236	950	2004	2002	2001	46	59.4	154	344	me	la	NA										
103	5236	1823	2004	2003	2001	4	61.1	0	376	ve	la	NA										
103	5236	1824	2004	2003	2001	38	NA	84	NA	me	rip	NA										
103	5236	1938	2004	2003	2001	23	53.2	0	243	ve	la	NA										
103	5236	1939	2004	2003	2001	5	NA	0	NA	ve	rip	NA										
103	5236	1940	2004	2003	2001	5	40.2	0	101	ve	me	NA										
103	5236	1941	2004	2003	2001	4	NA	0	NA	ve	rip	NA										
103	5236	1942	2004	2003	2001	57	62.3	302	400	la	la	NA										
103	5236	2073	2004	2003	2001	13	39.3	0	94	ve	me	NA										
103	5236	2551	2004	2004	2001	26	43.4	0	128	sg	me	NA										
103	5236	2552	2004	2004	2001	10	33.6	0	57	sg	me	NA										
103	5236	2553	2004	2004	2001	18	41.6	0	112	sg	me	NA										
103	5236	2554	2004	2004	2001	23	28.1	0	33	sg	sm	NA										
103	5236	2555	2004	2004	2001	19	28.5	0	34	sg	sm	NA										
103	5237	2549	2004	2004	2001	37	54.2	77	258	sg	la	NA										
1	2	202	2005	2003	1967	17	20	7	11	sm	sm	4										
1	2	203	2005	2005	1967	27	30	29	40	sm	sm	3										
1	2	286	2005	2005	1967	22	22	15	15	sm	sm	5										
1	2	288	2005	2005	1967	11	10	0	0	ve	ve	1										
1	2	298	2005	2005	1967	11	12	0	0	ve	ve	4										
1	2	299	2005	2005	1967	20	7	11	0	sm	ve	2										
1	2	703	2005	2000	1967	22	NA	0	NA	ve	rip	2										
1	2	706	2005	2000	1967	36	21	71	0	me	ve	5										
1	2	725	2005	2000	1967	36	32	71	49	me	sm	7										
1	2	796	2005	2001	1967	22	31	15	44	sm	sm	4										
1	2	817	2005	2001	1967	43	30	124	40	me	sm	9										
1	2	818	2005	2001	1967	42	29	116	36	me	sm	9										
1	2	823	2005	2002	1967	47	41	165	107	me	me	3										
1	2	840	2005	2003	1967	38	52	84	226	me	la	3										
1	2	1201	2005	2005	1967	28	26	32	26	sm	sm	3										
1	2	1202	2005	2005	1967	12	11	0	0	ve	ve	3										
1	2	1205	2005	2005	1967	25	32	23	49	sm	sm	5										
1	2	1209	2005	2005	1967	29	42	36	116	sm	me	5										
1	2	1210	2005	2005	1967	31	35	44	65	sm	me	8										
1	2	1214	2005	2005	1967	40	27	99	29	me	sm	2										
1	2	1215	2005	2005	1967	25	21	23	0	sm	ve	5										
1	2	1216	2005	2005	1967	37	40	77	99	me	me	2										
1	2	1218	2005	2005	1967	36	34	71	59	me	me	3										
1	2	1219	2005	2005	1967	34	17	59	7	me	sm	4										
1	2	1221	2005	2005	1967	25	27	23	29	sm	sm	2										
1	2	1222	2005	2005	1967	16	22	6	15	sm	sm	4										
1	2	1223	2005	2005	1967	8	6	0	0	ve	ve	2										
1	2	1224	2005	2005	1967	29	25	36	23	sm	sm	2										
1	2	1225	2005	2005	1967	36	37	71	77	me	me	7										
1	2	1226	2005	2005	1967	13	26	0	26	ve	sm	2										
1	2	1228	2005	2005	1967	27	19	29	0	sm	ve	2										
1	2	1229	2005	2005	1967	35	24	65	20	me	sm	6										
1	2	1230	2005	2005	1967	21	21	13	13	sm	sm	2										
1	2	1231	2005	2005	1967	30	12	40	0	sm	ve	3										
1	2	1232	2005	2005	1967	35	NA	65	NA	me	rip	2										
1	2	1237	2005	2003	1967	6	27	0	29	ve	sm	2										
1	2	1238	2005	2005	1967	14	21	0	13	ve	sm	4										
1	2	1239	2005	2003	1967	23	28	17	32	sm	sm	2										
1	2	1240	2005	2003	1967	12	23	0	17	ve	sm	3										
1	2	1241	2005	2003	1967	9	20	0	11	ve	sm	5										
1	2	1243	2005	2003	1967	10	24	0	20	ve	sm	2										
1	2	1244	2005	2003	1967	30	25	40	23	sm	sm	3										
1	2	1246	2005	2003	1967	12	NA	0	NA	ve	rip	3										
1	2	1248	2005	2005	1967	66	53	480	240	la	la	11										
1	2	1249	2005	2005	1967	39	42	91	116	sg	me	3										
1	2	1252	2005	2005	1967	35	53	65	240	me	la	5										
1	2	1253	2005	2005	1967	35	36	65	71	me	me	3										
1	2	1254	2005	2005	1967	28	30	32	40	sm	sm	3										
1	2	1255	2005	2005	1967	39	35	91	65	me	me	4										
1	2	1256	2005	2005	1967	32	33	49	54	sm	sm	3										
1	2	1257	2005	2005	1967	28	27	32	29	sm	sm	4										
1	2	1258	2005	2005	1967	27	NA	29	NA	sm	rip	2										
1	2	1259	2005	2005	1967	11	19	0	9	ve	sm	3										
1	2	1260	2005	2005	1967	30	16	40	6	sm	sm	1										
1	2	1261	2005	2005	1967	4	2	0	0	ve	ve	2										
1	2	1262	2005	2005	1967	29	24	36	20	sm	sm	5										
1	2	1263	2005	2005	1967	16	18	6	8	sm	sm	4										
1	2	1264	2005	2005	1967	23	32	17	49	sm	sm	5										
1	2	1265	2005	2005	1967	28	31	32	44	sm	sm	7										
1	2	1266	2005	2005	1967	30	37	40	77	sm	me	2										
1	2	1267	2005	2005	1967	25	34	23	59	sm	me	3										
1	2	1268	2005	2005	1967	26	31	26	44	sm	sm	3										
1	2	1269	2005	2005	1967	39	40	91	99	me	me	5										
1	2	1270	2005	2005	1967	12	35	0	65	ve	me	5										
1	2	1271	2005	2005	1967	34	47	59	165	me	me	5										
1	2	1272	2005	2005	1967	42	44	116	134	me	me	3										
1	2	1273	2005	2005	1967	21	33	13	54	sm	me	5										
1	2	1274	2005	2005	1967	44	36	0	71	ve	me	3										
1	2	1275	2005	2005	1967	32	34	49	59	sm	me	4										
1	2	1276	2005	2005	1967	39	36	91	71	me	me	4										
1	2	1277	2005	2005	1967	47	28	165	32	me	sm	3										
1	2	1283	2005	2005	1967	16	NA	6	NA	sm	rip	2										
1	2	1285	2005	2005	1967	23	34	17	59	sm	me	4										
1	2	1286	2005	2005	1967	37	35	77	65	me	me	2										
1	2	1287	2005	2005	1967	12	18	0	8	ve	sm	2										
1	2	1288	2005	2005	1967	36	43	71	124	me	me	4										
1	2	1290	2005	2005	1967	38	27	84	29	me	sm	2										
1	2	1291	2005	2005	1967	19	9	9	0	sm	ve	1										
1	2	1294	2005	2005	1967	25	33	23	54	sm	me	2										
1	2	1901	2005	2003	1967	42	33	116	54	me	sm	5										
1	2	1902	2005	2003	1967	31	36	44	71	sm	me	4										
1	2	1904	2005	2003	1967	33	27	54	29	me	sm	4										
1	2	1905	2005	2003	1967	39	41	91	107	me	me	5										
1	2	1907	2005	2003	1967	28	27	32	29	sm	sm	7										
1	2	1914	2005	2003	1967	35	NA	65	NA	me	rip	5										
1	2	1918	2005	2003	1967	53	30	240	40	la	sm	5										
1	2	1919	2005	2003	1967	34	28	59	32	me	sm	3										
1	2	1920	2005	2003	1967	56	37	286	77	la	me	2										
1	2	1921	2005	2003	1967	41	43	107	124	me	me	3										
1	2	1922	2005	2003	1967	26	22	26	15	sm	sm	3										
1	2	1923	2005	2003	1967	43	42	124	116	me	me	3										
1	2	1924	2005	2003	1967	57	32	302	49	la	sm	4										
1	2	1925	2005	2003	1967	41	27	107	29	me	sm	4										
1	2	1933	2005	2003	1967	50	28	200	32	me	sm	5										
1	2	1936	2005	2003	1967	18	21	8	13	sm	sm	3										
1	2	1942	2005	2003	1967	47	48	165	176	me	me	7										
1	2	1943	2005	2003	1967	36	47	71	165	me	me	12										
1	2	1945	2005	2003	1967	53	54	240	255	la	la	2										
1	2	1948	2005	2003	1967	41	37	107	77	me	me	4										
1	2	1952	2005	2003	1967	8	24	0	20	ve	sm	3										
1	2	1954	2005	2003	1967	44	NA	134	NA	me	rip	4										
1	2	1958	2005	2003	1967	38	36	84	71	me	me	3										
1	2	1959	2005	2003	1967	44	NA	134	NA	me	rip	5										
1	2	1961	2005	2003	1967	29	20	36	0	sm	ve	3										
1	2	1962	2005	2003	1967	62	62	394	394	la	la	6										
1	2	1964	2005	2003	1967	28	16	32	6	sm	sm	2										
1	2	1966	2005	2003	1967	23	20	17	11	sm	sm	2										
1	2	1967	2005	2003	1967	30	29	40	0	sm	ve	6										
1	2	1970	2005	2003	1967	33	41	54	107	sm	me	7										
1	2	1974	2005	2003	1967	29	28	36	32	sm	sm	4										
1	2	1975	2005	2003	1967	36	39	71	91	me	me	6										
1	2	1976	2005	2003	1967	51	40	213	99	la	me	5										
1	2	1978	2005	2003	1967	33	25	54	23	sm	sm	4										
1	2	1979	2005	2003	1967	52	51	226	213	la	la	3										
1	2	1980	2005	2003	1967	33	20	54	11	me	sm	3										
1	2	1984	2005	2003	1967	25	14	23	0	sm	ve	2										
1	2	1991	2005	2003	1967	24	20	20	11	sm	sm	2										
1	2	1996	2005	2003	1967	30	27	40	29	sm	sm	8										
1	2	1999	2005	2003	1967	35	22	65	15	me	sm	4										
1	2	2506	2005	2004	1967	17	32	7	49	sm	sm	3										
1	2	2507	2005	2004	1967	17	30	0	40	ve	sm	5										
1	2	2508	2005	2004	1967	16	26	0	26	ve	sm	5										
1	2	2509	2005	2004	1967	19	21	9	13	sm	sm	6										
1	2	2512	2005	2004	1967	35	37	65	77	me	me	6										
1	2	2513	2005	2004	1967	25	28	23	0	sm	ve	4										
1	2	2515	2005	2004	1967	35	33	65	54	me	sm	3										
1	2	2516	2005	2003	1967	3	12	0	0	ve	ve	3										
1	2	2517	2005	2003	1967	31	29	44	36	sm	sm	3										
1	2	2518	2005	2003	1967	39	26	91	26	me	sm	3										
1	5	74	2005	2003	1967	25	33	23	54	sm	sm	2										
1	5	83	2005	2003	1967	24	36	20	71	sm	me	1										
1	5	90	2005	2003	1967	38	33	84	54	me	sm	1										
1	5	91	2005	2003	1967	24	NA	20	NA	sm	rip	3										
1	5	92	2005	2003	1967	37	25	77	23	me	sm	3										
1	5	93	2005	2003	1967	36	25	71	23	me	sm	2										
1	5	95	2005	2003	1967	29	35	36	65	sm	me	1										
1	5	96	2005	2003	1967	30	25	40	23	sm	sm	2										
1	5	97	2005	2003	1967	16	37	6	77	sm	me	1										
1	5	99	2005	2003	1967	34	28	59	32	me	sm	5										
1	5	289	2005	2005	1967	21	33	13	54	sm	sm	2										
1	5	290	2005	2005	1967	25	30	23	40	sm	sm	1										
1	5	291	2005	2005	1967	29	24	36	20	sm	sm	1										
1	5	292	2005	2005	1967	39	NA	91	NA	me	rip	2										
1	5	293	2005	2005	1967	30	35	40	65	sm	me	2										
1	5	415	2005	1999	1967	43	26	124	26	me	sm	1										
1	5	417	2005	1999	1967	38	NA	84	NA	me	rip	2										
1	5	783	2005	2001	1967	55	40	270	99	la	me	4										
1	5	1222	2005	2005	1967	16	35	0	65	ve	me	1										
1	5	1405	2005	2003	1967	26	NA	26	NA	sm	rip	1										
1	5	1406	2005	2003	1967	13	30	3	40	sm	sm	2										
1	5	1408	2005	2003	1967	19	NA	0	NA	ve	rip	2										
1	5	1428	2005	2003	1967	33	34	54	59	me	me	2										
1	5	1448	2005	2003	1967	30	22	40	15	sm	sm	3										
1	5	1460	2005	2003	1967	36	11	71	0	me	ve	2										
1	5	1464	2005	2003	1967	36	32	71	49	me	sm	2										
1	5	1471	2005	2003	1967	25	25	23	23	sm	sm	2										
1	5	1475	2005	2003	1967	45	NA	144	NA	me	rip	4										
1	5	2501	2005	2004	1967	20	24	11	20	sm	sm	4										
1	5	2502	2005	2004	1967	48	NA	176	NA	me	rip	14										
1	5	2503	2005	2004	1967	34	24	59	20	me	sm	3										
1	5	2504	2005	2004	1967	54	28	255	32	la	sm	6										
1	7	207	2005	2005	1999	44	NA	134	NA	me	rip	1										
1	7	827	2005	2002	1999	44	NA	134	NA	me	rip	3										
1	7	834	2005	2003	1999	28	13	32	0	sm	ve	2										
1	7	1201	2005	1997	1999	37	42	77	116	sg	me	2										
1	7	1208	2005	2005	1999	38	45	84	144	me	me	2										
1	7	1209	2005	2005	1999	23	23	17	17	sm	sm	1										
1	7	1213	2005	2005	1999	56	NA	286	NA	la	rip	2										
1	7	1234	2005	1997	1999	35	53	65	240	sg	la	1										
1	7	1944	2005	2003	1999	63	22	414	15	la	sm	2										
1	7	1947	2005	2003	1999	41	23	107	17	me	sm	2										
1	7	1959	2005	2004	1999	45	NA	144	NA	me	rip	2										
1	7	1990	2005	2003	1999	34	16	59	6	me	sm	4										
1	7	1995	2005	2003	1999	19	NA	9	NA	sm	rip	2										
1	7	2525	2005	2004	1999	21	NA	13	NA	sm	rip	2										
1	7	2526	2005	2003	1999	31	20	44	11	sm	sm	1										
1	7	2527	2005	2003	1999	32	7	49	0	sm	ve	4										
1	7	2529	2005	2004	1999	28	NA	32	NA	sm	rip	3										
1	7	2530	2005	2003	1999	28	NA	32	NA	sm	rip	3										
1	7	2531	2005	2003	1999	35	NA	65	NA	me	rip	2										
1	7	2532	2005	2003	1999	10	6	1	0	sm	ve	3										
1	7	2533	2005	2003	1999	28	NA	32	NA	sm	rip	2										
1	7	2534	2005	2003	1999	27	20	29	11	sm	sm	2										
1	7	2535	2005	2003	1999	42	20	116	11	me	sm	2										
1	7	2536	2005	2003	1999	29	15	36	5	sm	sm	2										
1	9	296	2005	2005	1999	29	NA	36	NA	sm	rip	3										
1	9	297	2005	2005	1999	27	39	29	91	sm	me	1										
1	9	716	2005	2000	1999	54	38	255	84	la	me	3										
1	9	1206	2005	2005	1999	23	41	17	107	sm	me	2										
1	9	1221	2005	2005	1999	51	44	213	134	la	me	2										
1	9	1229	2005	2005	1999	28	34	32	59	sm	me	2										
1	9	2519	2005	2004	1999	43	44	124	134	me	me	2										
1	9	2521	2005	2004	1999	29	NA	36	NA	sm	rip	2										
1	9	2522	2005	2004	1999	41	67	107	503	me	la	1										
1	9	2523	2005	2004	1999	47	49	165	188	me	me	2										
1	9	2524	2005	2004	1999	37	51	77	213	me	la	1										
29	1	271	2005	2001	1985	41	NA	107	NA	me	rip	5										
29	1	284	2005	2001	1985	64	NA	435	NA	la	rip	11										
29	1	285	2005	2001	1985	46	NA	154	NA	me	rip	8										
29	1	287	2005	2003	1985	31	16	44	6	sm	sm	2										
29	1	290	2005	2001	1985	38	NA	84	NA	me	rip	4										
29	1	299	2005	2001	1985	49	32	188	49	me	sm	4										
29	1	300	2005	2001	1985	37	NA	77	NA	me	rip	2										
29	1	428	2005	2003	1985	23	24	17	20	sm	sm	3										
29	1	430	2005	2000	1985	35	NA	65	NA	me	rip	5										
29	1	432	2005	2003	1985	39	27	91	29	me	sm	2										
29	1	501	2005	2003	1985	38	NA	84	NA	me	rip	6										
29	1	503	2005	2001	1985	49	NA	188	NA	me	rip	2										
29	1	507	2005	2001	1985	25	NA	23	NA	sm	rip	3										
29	1	513	2005	2001	1985	35	24	65	20	me	sm	3										
29	1	516	2005	2001	1985	19	NA	9	NA	sm	rip	2										
29	1	517	2005	2001	1985	21	NA	13	NA	sm	rip	2										
29	1	518	2005	2001	1985	19	NA	9	NA	sm	rip	2										
29	1	520	2005	2001	1985	23	NA	17	NA	sm	rip	13										
29	1	522	2005	2001	1985	24	NA	20	NA	sm	rip	5										
29	1	529	2005	2002	1985	38	55	84	270	me	la	6										
29	1	530	2005	2003	1985	42	41	116	107	me	me	3										
29	1	531	2005	2003	1985	48	NA	176	NA	me	rip	3										
29	1	532	2005	2003	1985	24	NA	20	NA	sm	rip	1										
29	1	533	2005	2004	1985	20	21	0	13	ve	sm	2										
29	1	534	2005	2004	1985	32	18	49	8	sm	sm	2										
29	1	535	2005	2004	1985	42	NA	116	NA	me	rip	4										
29	1	536	2005	2004	1985	32	33	49	54	sm	me	3										
29	1	537	2005	2004	1985	31	18	44	8	sm	sm	3										
29	1	539	2005	2005	1985	16	NA	6	NA	sm	rip	1										
29	1	542	2005	2005	1985	30	25	40	23	sm	sm	6										
29	1	543	2005	2005	1985	52	34	226	59	la	me	1										
29	1	544	2005	2005	1985	37	19	77	9	me	sm	3										
29	1	545	2005	2005	1985	19	NA	9	NA	sm	rip	2										
29	1	546	2005	2005	1985	35	NA	65	NA	me	rip	2										
29	1	547	2005	2005	1985	20	NA	11	NA	sm	rip	2										
29	1	548	2005	2005	1985	48	40	176	99	me	me	2										
29	1	549	2005	2005	1985	31	38	44	84	sm	me	3										
29	1	550	2005	2005	1985	36	NA	71	NA	me	rip	2										
29	1	551	2005	2005	1985	29	NA	36	NA	sm	rip	2										
29	1	552	2005	2005	1985	19	23	9	17	sm	sm	2										
29	1	553	2005	2005	1985	38	9	84	0	me	ve	1										
29	1	555	2005	2005	1985	61	55	374	270	la	la	4										
29	1	556	2005	2005	1985	66	55	480	270	la	la	5										
29	1	557	2005	2005	1985	39	44	91	134	me	me	6										
29	1	558	2005	2005	1985	62	57	394	302	la	la	4										
29	1	559	2005	2005	1985	63	61	414	374	la	la	3										
29	1	560	2005	2005	1985	50	NA	200	NA	me	rip	5										
29	1	561	2005	2005	1985	61	47	374	165	la	me	8										
29	1	562	2005	2005	1985	67	39	503	91	la	me	4										
29	1	563	2005	2005	1985	52	52	226	226	la	la	4										
29	1	565	2005	2005	1985	46	42	154	116	me	me	5										
29	1	566	2005	2005	1985	21	68	13	527	sm	la	4										
29	1	569	2005	2005	1985	53	41	240	107	la	me	4										
29	1	570	2005	2005	1985	50	NA	200	NA	la	rip	7										
29	1	571	2005	2005	1985	62	49	394	188	la	me	4										
29	1	572	2005	2005	1985	39	60	91	355	me	la	3										
29	1	573	2005	2005	1985	55	46	270	154	la	me	4										
29	1	574	2005	2005	1985	47	55	165	270	me	la	2										
29	1	575	2005	2005	1985	22	36	15	71	sm	me	1										
29	1	576	2005	2005	1985	55	42	270	116	la	me	8										
29	1	577	2005	2005	1985	42	55	116	270	me	la	1										
29	1	578	2005	2005	1985	66	NA	480	NA	la	rip	4										
29	1	579	2005	2005	1985	52	NA	226	NA	la	rip	5										
29	1	580	2005	2005	1985	70	65	577	457	la	la	6										
29	1	581	2005	2005	1985	54	66	255	480	la	la	2										
29	1	582	2005	2005	1985	43	41	124	107	me	me	2										
29	1	583	2005	2005	1985	43	37	124	77	me	me	3										
29	1	584	2005	2005	1985	38	33	84	54	me	sm	3										
29	1	585	2005	2005	1985	34	47	59	165	me	me	3										
29	1	586	2005	2005	1985	13	42	0	116	ve	me	2										
29	1	587	2005	2005	1985	46	52	154	226	me	la	2										
29	1	588	2005	2005	1985	75	47	717	165	la	me	7										
29	1	591	2005	2005	1985	40	51	99	213	me	la	3										
29	1	592	2005	2005	1985	29	28	36	32	sm	sm	3										
29	1	593	2005	2005	1985	33	38	54	84	me	me	2										
29	1	594	2005	2005	1985	53	29	240	36	la	sm	8										
29	1	595	2005	2005	1985	59	49	337	188	la	me	4										
29	1	596	2005	2005	1985	18	30	0	40	ve	sm	2										
29	1	597	2005	2005	1985	21	24	13	20	sm	sm	2										
29	1	777	2005	1998	1985	34	38	59	84	me	me	8										
29	1	905	2005	2005	1985	47	33	165	54	me	sm	3										
29	1	906	2005	2005	1985	39	48	91	176	me	me	3										
32	1	33	2005	1999	1997	33	19	54	0	sm	ve	1										
32	1	36	2005	1999	1997	24	6	20	0	sm	ve	2										
32	1	37	2005	1999	1997	28	15	32	0	sm	ve	14										
32	1	38	2005	1999	1997	48	14	176	0	me	ve	7										
32	1	40	2005	1999	1997	32	27	49	29	sm	sm	4										
32	1	43	2005	1999	1997	41	18	107	8	me	sm	2										
32	1	51	2005	1999	1997	27	NA	29	NA	sm	rip	3										
32	1	52	2005	1999	1997	27	21	29	0	sm	ve	2										
32	1	202	2005	2000	1997	39	13	91	0	me	ve	8										
32	1	206	2005	2000	1997	42	32	116	0	me	ve	2										
32	1	215	2005	2000	1997	44	NA	134	NA	me	rip	8										
32	1	221	2005	2001	1997	31	13	44	0	sm	ve	2										
32	1	222	2005	2001	1997	43	15	124	0	me	ve	12										
32	1	223	2005	2001	1997	25	16	23	0	sm	ve	3										
32	1	224	2005	2001	1997	51	22	213	0	la	ve	3										
32	1	225	2005	2001	1997	31	6	44	0	sm	ve	3										
32	1	228	2005	2001	1997	29	NA	36	NA	sm	rip	5										
32	1	232	2005	2001	1997	46	19	154	0	me	ve	3										
32	1	233	2005	2001	1997	34	14	59	0	me	ve	3										
32	1	234	2005	2001	1997	28	16	32	0	sm	ve	2										
32	1	236	2005	2001	1997	31	10	44	0	sm	ve	1										
32	1	237	2005	2001	1997	45	19	144	0	me	ve	2										
32	1	238	2005	2001	1997	15	10	0	0	ve	ve	3										
32	1	241	2005	2001	1997	47	NA	165	NA	me	rip	5										
32	1	242	2005	2001	1997	36	9	71	0	me	ve	5										
32	1	243	2005	2001	1997	36	19	71	9	me	sm	3										
32	1	246	2005	2001	1997	42	NA	116	NA	me	rip	4										
32	1	248	2005	2001	1997	49	27	188	29	me	sm	3										
32	1	250	2005	2001	1997	38	24	84	20	me	sm	5										
32	1	251	2005	2001	1997	3	NA	0	NA	ve	rip	4										
32	1	255	2005	2003	1997	39	9	91	0	me	ve	6										
32	1	257	2005	2003	1997	32	20	49	11	sm	sm	9										
32	1	258	2005	2003	1997	39	NA	91	NA	me	rip	3										
32	1	259	2005	2003	1997	37	25	77	0	me	ve	7										
32	1	261	2005	2003	1997	32	10	49	0	sm	ve	8										
32	1	263	2005	2003	1997	36	NA	71	NA	me	rip	1										
